,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
cifs/RSM0304_23,6.0,12.0107,2.0,14.0,2.55,76.0,0.21715583107371533,0.9137012611942339,2.1962357477240766,4.090923174015214,5.984743281026422,7.259500762614224,7.932080471612621,8.246669440461762,8.364679655358403,3.4070144476600035,0.7161229298870557,0.02316654330686679,12.117959178773395,5.97250318046,7.016371265472651,1.777373888705521,1.8725811413352114,4.120712175727482,0.37451622826704223,4.868710967471549,0.13108067989346464,16.8532302720169,-1.8725811413352114,-4.120712175727482,-0.37451622826704223,-4.868710967471549,-0.13108067989346464,-16.8532302720169,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_24,6.0,12.0107,2.0,14.0,2.55,76.0,0.103694211755423,0.7317640655767351,2.290426145019668,4.699368430956142,7.005581451472428,8.509472808628837,9.29094315568497,9.654024325143318,9.789851916928162,3.8401754659930356,0.5275443928573742,0.003810127014198775,16.114493386106883,7.210341373049035,9.518392012881307,1.8905292515211742,0.8713372037466602,1.9174228263791209,0.17426744074933206,2.2654767297413163,0.060993604262266146,7.842034833719941,-0.8713372037466602,-1.9174228263791209,-0.17426744074933206,-2.2654767297413163,-0.060993604262266146,-7.842034833719941,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_25,6.0,12.0107,2.0,14.0,2.55,76.0,0.2184740870216533,0.9201837252568623,2.2359025473665373,4.253458118669802,6.327157843571664,7.7422173964338645,8.493350418192843,8.84559844776074,8.977876068179166,3.5166852696469886,0.7206762900531216,0.02330815460526173,13.13879615726259,6.381360802740909,7.559500564106511,1.8371923350608506,1.782167186183191,3.921751565889793,0.3564334372366381,4.633634684076296,0.12475170303282324,16.03950467564872,-1.782167186183191,-3.921751565889793,-0.3564334372366381,-4.633634684076296,-0.12475170303282324,-16.03950467564872,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_26,6.0,12.0107,2.0,14.0,2.55,76.0,0.23036554120078873,0.9448707746126418,2.217466921350882,4.2477428988018655,6.439142886761242,7.962211566000728,8.775380514826693,9.15747300673218,9.301059330364847,3.4904220412812252,0.7456599724724821,0.02465614752484259,13.089381871154718,6.214068419264031,7.74089077493232,1.8084675806704689,1.9779274850965125,4.296450076469662,0.3397922940791868,4.696265837730007,0.2555814045019123,16.689407869974943,-1.4199954556953556,-3.180856046735765,-0.3397922940791868,-4.1383338083288495,0.01772679864648181,-16.689407869974943,3.0,6.987703199999999,0.0,3.0,1.4300000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_27,6.0,12.0107,2.0,14.0,2.55,76.0,0.2294093186215518,0.9428490836704775,2.1842481538097926,4.0184767610164664,5.9200088460721245,7.23152929933539,7.931620581075587,8.26076565469723,8.38449733791298,3.3486689655818176,0.7440741412808823,0.02433213076505268,11.362403753111998,5.675365944412213,6.621711735910619,1.7471352159129547,2.028200969178974,4.404906551803093,0.3465314565078168,4.800452621241507,0.2654992021170811,17.08050768585302,-1.437113595899194,-3.2206983450088,-0.3465314565078168,-4.2093652479617285,0.02292718256160964,-17.08050768585302,3.0,6.987703199999999,0.0,3.0,1.4300000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_28,6.0,12.0107,2.0,14.0,2.55,76.0,0.21854825278951964,0.9178210756974338,2.2148970432715345,4.167026187041107,6.153841664209311,7.504387738084739,8.220078639371298,8.555458158155062,8.681362664346024,3.4574706446461585,0.7193415404453566,0.023394281725075364,12.6618870868936,6.030382107370778,7.460980863232241,1.7951368806859018,1.7945751193958333,3.9489127783914637,0.3587751183829839,4.664776066459704,0.12591405989969198,16.148377964638843,-1.7931760644340058,-3.946120264687656,-0.3587751183829839,-4.663377011497876,-0.1252285229683965,-16.148377964638843,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_29,6.0,12.0107,2.0,14.0,2.55,76.0,0.10350691917890253,0.7310155757088079,2.269022704130887,4.612627099532875,6.865465448204013,8.346013293689165,9.119020111805469,9.4789943470088,9.613791347328524,3.7773490203051217,0.5271363196725045,0.003794198006594789,15.600189431139835,6.847195862949752,9.343629462509641,1.848117556196709,0.8341323957942072,1.8355517118297342,0.1668264791588414,2.168744229064939,0.058389267705594446,7.507191562147865,-0.8341323957942072,-1.8355517118297342,-0.1668264791588414,-2.168744229064939,-0.058389267705594446,-7.507191562147865,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_30,6.0,12.0107,2.0,14.0,2.55,76.0,0.2179391559608118,0.9150354729921942,2.2021643913698927,4.142436375042957,6.124253712219924,7.473814246525608,8.189505006407655,8.524984098366996,8.650940810756028,3.4362186960916525,0.7174305987596702,0.023312563014897487,12.505847304091585,5.952732294692832,7.335202286466421,1.7696806823398192,1.8567195920044972,4.08580801162468,0.37134391840089953,4.827470939211693,0.12997037144031467,16.710476328040475,-1.8567195920044972,-4.08580801162468,-0.37134391840089953,-4.827470939211693,-0.12997037144031467,-16.710476328040475,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_31,6.0,12.0107,2.0,14.0,2.55,76.0,0.22805109409041818,0.9395639156175793,2.179432494927498,4.029291380937093,5.957345013800656,7.288529882789067,7.9992484787688225,8.333405856078107,8.459023776780523,3.3517940158508144,0.7412576001588597,0.024110708094393245,11.35198805512528,5.698824117802504,6.576921832873087,1.7400573735975016,1.9990796317764923,4.335146574161581,0.33734349349645176,4.697827579748107,0.2700967121535059,16.7422680288115,-1.3743553031880245,-3.088272418844457,-0.33734349349645176,-4.073103251159639,0.033956266705989904,-16.7422680288115,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_32,6.0,12.0107,2.0,14.0,2.55,76.0,0.1565214206823452,0.8186544882351429,2.226373130268299,4.379875255393598,6.467797731193005,7.835319957243233,8.546549011990628,8.877032791066,9.000665401344483,3.6077226521276637,0.6196230364391109,0.010139833267527282,14.188762105011524,6.806342197115435,7.759999951340456,1.7275130722087686,2.4682490546440286,5.206263231428991,0.2751774757758616,4.669668860850922,0.5824130622368525,17.844794788737378,-0.2835257031145863,-0.8491602153062466,-0.2751774757758616,-2.484945509321479,0.3897888291937496,-17.844794788737378,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_33,6.0,12.0107,2.0,14.0,2.55,76.0,0.20755952206863962,1.0576180114675584,2.805869096754149,5.0200935793018076,6.859969774632612,7.97790884787153,8.541453532865766,8.799977727423338,8.89619921392523,4.276029890623154,0.7962230709978854,0.02050476692743598,16.1289930942049,10.013803758426235,7.805322142195725,2.479100600291382,2.160575892592103,4.6593755862669095,0.33989103391417036,4.8797041639054655,0.3241605836144163,17.60070014124392,-1.2383344465496005,-2.820103358352045,-0.33989103391417036,-3.9574627178629633,0.08623685987449732,-17.60070014124392,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_34,6.0,12.0107,2.0,14.0,2.55,76.0,0.22850272673970656,0.9394398403183064,2.164797468355636,3.977788209355753,5.866943763887096,7.169058942149106,7.863161890911829,8.189221254167482,8.31174666796064,3.3138163903637365,0.7415291242916885,0.02428395806754837,11.28056316080647,5.631210299906501,6.617903224130682,1.7295435480113497,2.1282382032986167,4.625436459435254,0.3690729063037407,5.080821453728542,0.26778361637846676,18.0226491425679,-1.56249085973879,-3.496204761689839,-0.3690729063037407,-4.515074110168716,0.009432581965848487,-18.0226491425679,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_35,6.0,12.0107,2.0,14.0,2.55,76.0,0.21735055972517156,0.9145960822866094,2.196178943194137,4.072512560252606,5.942389998410135,7.202857501540983,7.8688733194106515,8.180642183833005,8.297636304501028,3.3967818546747326,0.7167528329673444,0.023204795136675206,11.973809058217116,5.945155493231852,6.926197380149535,1.7768396328036655,1.8835047907778766,4.144734717905445,0.37668578700066874,4.896991086783228,0.131877194779755,16.951239693902757,-1.8833530792288111,-4.144431901653511,-0.37668578700066874,-4.896839375234161,-0.13180285612071288,-16.951239693902757,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_36,6.0,12.0107,2.0,14.0,2.55,76.0,0.10381257518150902,0.7320469901772569,2.288923462166427,4.690413547052257,6.991530936006319,8.494837603510325,9.276921452860305,9.64049729120341,9.776543555413552,3.8340011923207924,0.5278175517354479,0.0038193859848178724,16.05521143165996,7.186556876291232,9.493808218084915,1.8888060133644715,0.8792346494333089,1.9348015662797668,0.17584692988666178,2.2860100885266035,0.06154642546033156,7.913111844899781,-0.8792346494333089,-1.9348015662797668,-0.17584692988666178,-2.2860100885266035,-0.06154642546033156,-7.913111844899781,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_37,6.0,12.0107,2.0,14.0,2.55,76.0,0.2185490856103588,0.9201613564957807,2.2372542320972233,4.274529074855325,6.373210541320106,7.802688029121847,8.560281383420374,8.915265241674655,9.048521852141644,3.5290239943243273,0.7207730838346541,0.023311894744765912,13.289925456047136,6.419193681012318,7.653102530305352,1.8398010494555248,1.7567900730300336,3.865907908786387,0.35135801460600674,4.567654189878089,0.12297530511210225,15.811110657270303,-1.7567900730300336,-3.865907908786387,-0.35135801460600674,-4.567654189878089,-0.12297530511210225,-15.811110657270303,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_38,6.0,12.0107,2.0,14.0,2.55,76.0,0.23025977713387732,0.9450767567610694,2.2195626819830854,4.237963332960854,6.40995214473261,7.920572073351476,8.727788495134174,9.107266275351764,9.249900684996419,3.486642514722239,0.7456237518971863,0.0246455412093007,12.985298092598157,6.194915584270382,7.676926438032951,1.8117522116779574,1.9928957650542334,4.331883908614822,0.3461847956182991,4.762374130000626,0.2495308540781463,16.88817473763715,-1.468952191128757,-3.286092535059571,-0.3461847956182991,-4.2384305560751505,0.007201497145337192,-16.88817473763715,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_39,6.0,12.0107,2.0,14.0,2.55,76.0,0.22904215104021516,0.9418115409447066,2.174192812530152,3.993238508902662,5.890293391704247,7.203415663797344,7.905442720322195,8.235709853653708,8.359895262558775,3.327703523536003,0.7433700036832287,0.0242390537426171,11.292501927756703,5.612144819591986,6.616809516349224,1.732208046666349,2.0249030212088184,4.39997069572957,0.3496417929734541,4.822037364996451,0.25752430409039084,17.12006941310803,-1.4715149085257229,-3.2940787723836342,-0.3496417929734541,-4.268649252313356,0.012775049008973185,-17.12006941310803,3.0,6.987703199999999,0.0,3.0,1.4300000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_40,6.0,12.0107,2.0,14.0,2.55,76.0,0.21867275656727933,0.9178885055583822,2.215680963627209,4.173269117241251,6.1625157894744795,7.511570128662109,8.225459823489581,8.559765904729185,8.685230675671166,3.4617432745935797,0.7194900332366361,0.02341660887636844,12.683625903604208,6.0344837296606855,7.48001240558406,1.7958207278088807,1.7583343548307044,3.869306181191417,0.35166687096614097,4.571669322559833,0.12308340483814921,15.82500919347634,-1.7583343548307044,-3.869306181191417,-0.35166687096614097,-4.571669322559833,-0.12308340483814921,-15.82500919347634,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_41,6.0,12.0107,2.0,14.0,2.55,76.0,0.1036114520715207,0.7313047863699496,2.266016948400743,4.597328594929906,6.840019750862589,8.316157491057464,9.087548387236401,9.44691907686961,9.58151339878223,3.7666131250988037,0.527413498715166,0.0038020992795543595,15.497034462338792,6.799536364025738,9.302440419209676,1.8442928137911698,0.8338705634847442,1.8349755362174809,0.16677411269694886,2.1680634650603356,0.05837093944393204,7.504835071362699,-0.8338705634847442,-1.8349755362174809,-0.16677411269694886,-2.1680634650603356,-0.05837093944393204,-7.504835071362699,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_42,6.0,12.0107,2.0,14.0,2.55,76.0,0.21791622380820797,0.9149524213903472,2.195641121586166,4.113202382219662,6.072023040985955,7.408044460531605,8.11724103559184,8.449827821565517,8.574722585341902,3.4157461913614706,0.7174226146524589,0.023301991161239734,12.359627075759754,5.880373309981391,7.278416397842041,1.7603444953714136,1.859845130411686,4.092672276012707,0.37195568433550563,4.83549060509573,0.1302171767971642,16.73833933876854,-1.8597117129433705,-4.092405974745948,-0.37195568433550563,-4.835357187627415,-0.13015180223768943,-16.73833933876854,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_43,6.0,12.0107,2.0,14.0,2.55,76.0,0.22845173151235404,0.9407941741816327,2.1873157062751654,4.028957290582861,5.922741126688911,7.2226435044366895,7.915229182706441,8.240613955636595,8.362899215643628,3.3581503273284827,0.7421036872591152,0.024191406733059775,11.264641983812519,5.711531449221707,6.490135024324177,1.7504970327915923,1.9972805828494815,4.328121608319966,0.33344374538111166,4.664830545898375,0.2771809833067126,16.657525765206408,-1.337156870961634,-3.0094813995389913,-0.33344374538111166,-4.004706834010527,0.0437703615399347,-16.657525765206408,3.0,6.987703199999999,0.0,3.0,1.4300000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_44,6.0,12.0107,2.0,14.0,2.55,76.0,0.156350466468265,0.8226366754490283,2.257053548763938,4.43844800422962,6.534845639030788,7.902190366496961,8.612167968775932,8.941858778157657,9.06516401990107,3.659079682708728,0.6213192465525101,0.010119940286628291,14.420043741377684,7.04096274403569,7.797964672085107,1.7529043715286687,2.465382528536676,5.205837234250795,0.28030920016651184,4.7078561298687704,0.5715154748866109,17.933096646013617,-0.3377094731284426,-0.9625124761973856,-0.28030920016651184,-2.5801830744605376,0.37529903477005283,-17.933096646013617,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
cifs/RSM0304_45,6.0,12.0107,2.0,14.0,2.55,76.0,0.2074358073070169,1.0578316775369527,2.8058432049341357,5.0252080977057085,6.876407303072008,8.004336546098013,8.573770750719431,8.835182455220934,8.932508028273245,4.27841547477169,0.7963727489150701,0.020462922743727862,16.213193996282666,10.025789069993614,7.874616437141842,2.4815308137892527,2.161923001359833,4.6614465288139115,0.33929388759752876,4.876274102140064,0.3258796963597592,17.595492758749742,-1.2310158746154545,-2.8048919005912607,-0.33929388759752876,-3.945366975395684,0.0883739750414893,-17.595492758749742,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
